ip_address,domain,malware_hash,threat_type,description,label
,,31d383b2d6e7b48e5de12f01900f4847d7b4a9456470a5388d1abcb34a34f603,phishing,,0
,,,command_and_control,,0
219.75.120.238,,,command_and_control,,0
,,,other,asdf,0
232.52.89.136,,,denial_of_service,asdf,0
,z3rg7accsfmjj5.ru,3af5a1ece50c61a825091d0c16a6e2bb05c0a7c254d7c2e535376725a9545c45,malware,Domain hosting exploit kit distributing malware,1
,tjo2jil4tajh9xkoni9.top,3bad3d2e04301e55fe642dab83e52e6af3aa1c80e84ecd4f30b652d9c68920b2,denial_of_service,Suspicious outbound traffic to known C2 server,1
231.46.44.7,4bwqcdcp6g8zxc6lrfqk.cn,,command_and_control,Drive-by download serving banking trojan,1
,,,other,just checking,0
97.128.16.140,sykiiorw1iknmr9.ru,113c3ffd0ce686da068fd714d0f75c36,data_exfiltration,Drive-by download serving banking trojan,1
,b9pg1j73o7r8vg6y9sc.net,,command_and_control,unknown,0
,,,ransomware,n/a,0
222.42.114.148,v8f6avtn8.buzz,5d3f3799002f67d758d81e58d934ff28d9312439700fc837e2db9f66231ca22a,command_and_control,Botnet command-and-control beacon every 60 seconds,1
144.224.81.216,g578u9rz6j31o75.cc,8fb5e85c62e00b1781287c1c3fe51788,data_exfiltration,Botnet command-and-control beacon every 60 seconds,1
,,,command_and_control,,0
220.118.107.133,,9fe43e66fa1bee7cf967a91e66f2f6dc90746b5b6779a9f2b9075a1f7e8caeb5,denial_of_service,,1
60.61.180.246,,,malware,Ransomware dropper detected in email attachment,1
,,,command_and_control,,0
206.174.85.152,,c44f2675e5c35c515c04bb8fdf35e0ab,command_and_control,Botnet command-and-control beacon every 60 seconds,1
252.235.188.182,,12601ba5e7f855a663d23232b1b00041,brute_force,Credential harvesting page impersonating corporate SSO,1
140.33.71.22,dzx3wa.ru,b25562ff8e561180495a8678664ef594,data_exfiltration,Suspicious outbound traffic to known C2 server,1
,,,command_and_control,ignore this,0
,,,other,,0
,,,brute_force,Suspicious outbound traffic to known C2 server,1
213.92.248.170,,e0a1d321cc3d83d72578cb33f6682d42,data_exfiltration,Domain hosting exploit kit distributing malware,1
110.193.19.181,,,command_and_control,Data exfiltration via DNS tunnelling detected,1
251.91.211.200,,,command_and_control,unknown,0
,,4a7f440f98a7711536ef33ba60b65858,data_exfiltration,,0
,,748f8e335c8d8b017315e499e24db5f8,data_exfiltration,Suspicious outbound traffic to known C2 server,1
235.141.105.196,yvgy770.cc,37ed577bff68cb1a20d4d50d091115f0baad6e35084bea273784a1493e70b2ab,brute_force,Drive-by download serving banking trojan,1
172.61.100.162,8xwovplvsdks.top,,other,Drive-by download serving banking trojan,1
,,,brute_force,not sure,0
253.118.47.173,3ibkfi.buzz,85286b44a5519aabe71e3af388c9d14a431d3c1d5dc06387050602d14f54dc93,other,,1
55.254.25.76,jqf6dmox8near.tk,,command_and_control,Phishing email targeting employees with fake login page,1
240.2.91.167,,,malware,Brute force SSH attempts from this IP,1
183.116.96.14,,,denial_of_service,,0
,lbylbapkl.net,,malware,,0
221.129.236.226,,269e36008701d477963246e71c10b9206a0b88a7a8377527a03db3e501e0af6e,denial_of_service,Brute force SSH attempts from this IP,1
71.45.236.68,,,denial_of_service,Malicious macro in Office document,1
,ftxqyail6ezq9wxuum30.xyz,,other,Domain hosting exploit kit distributing malware,1
78.113.121.91,,,malware,just checking,0
,,,phishing,n/a,0
38.240.227.62,pnr6fk6k.xyz,,command_and_control,Botnet command-and-control beacon every 60 seconds,1
,,,denial_of_service,,0
42.15.185.71,j9k8kqanw2tlry6wt.xyz,7085a2f893a37e0074b58862df082626,phishing,Botnet command-and-control beacon every 60 seconds,1
60.24.42.227,,,command_and_control,Suspicious outbound traffic to known C2 server,1
152.139.105.173,,,denial_of_service,Domain hosting exploit kit distributing malware,1
246.113.63.32,t4ku8w3ktn.cc,,phishing,,1
218.225.207.126,keywcp767d.buzz,,denial_of_service,Drive-by download serving banking trojan,1
,,,ransomware,123,0
161.149.247.179,,,data_exfiltration,,0
125.131.80.183,zubyuk0c6xahw.cn,,data_exfiltration,Ransomware dropper detected in email attachment,1
35.221.71.216,,,malware,Malicious macro in Office document,1
,,,other,n/a,0
,,,brute_force,,0
,,,other,just checking,0
227.178.49.169,,3c3323e23c70b5eff1e03e49e183b7fc3cc6ae2dba61034b2a0b243f640038f0,data_exfiltration,Drive-by download serving banking trojan,1
16.125.77.228,,,command_and_control,Credential harvesting page impersonating corporate SSO,1
,zpcigc7flknv5sh.xyz,,command_and_control,Ransomware dropper detected in email attachment,1
,,,command_and_control,n/a,0
,,52d441aa15732823720416e8da5ff288241763500e0308212df7bf190ec013cb,ransomware,Credential harvesting page impersonating corporate SSO,1
161.114.37.5,,4794cb8ed6267dfc521a601e67e34f38390096a9a9854c512262bf115f24bb2a,phishing,Phishing email targeting employees with fake login page,1
104.144.129.70,zo94.cc,,other,Domain hosting exploit kit distributing malware,1
,,93bf4d0876b60b174ed38351fed0a989,denial_of_service,Malicious macro in Office document,1
199.90.240.45,67jf04m7kabktj4e8j0.com,,phishing,,0
111.43.127.242,,,brute_force,ignore this,0
,qnyefw3id.xyz,4819c469f819865218964815a9de2a86,phishing,Malicious macro in Office document,1
31.82.61.62,,,phishing,Malicious macro in Office document,1
15.176.111.63,xwgrf9pvbxl2ktsj.tk,,ransomware,Brute force SSH attempts from this IP,1
240.66.219.153,0miv6o876aa7gpbzv9.xyz,400caa462e816e527aefaea9e5c13eab,denial_of_service,,1
183.39.133.91,ciyfmn74g5.cn,904dd0ad467904ac10e1f2d09cc4e438,ransomware,Data exfiltration via DNS tunnelling detected,1
93.169.228.171,,a0ec35c1d5e0dae30cfa50f83897e6d49050c65081aec554a899476ce58cb42f,denial_of_service,Drive-by download serving banking trojan,1
44.146.41.9,husl4k.cn,,command_and_control,,1
7.183.126.202,,0bc3a9de09f535b1d4f40fa5b534dc1e,malware,Credential harvesting page impersonating corporate SSO,1
,82x8g89vmseqytvdpy.tk,,malware,Suspicious outbound traffic to known C2 server,1
,,,ransomware,,0
,0gezc8bdxmes2mf8.org,,data_exfiltration,test,0
,,,phishing,test,0
199.55.220.118,,06299534551c83d377a2255e5bc85458,phishing,Suspicious outbound traffic to known C2 server,1
200.128.16.206,6337xrveq7qe10u.ru,,brute_force,,1
10.234.97.22,qjrb04v3dzecm29f03y.cc,,denial_of_service,,1
,,,other,Brute force SSH attempts from this IP,1
,,1a3efe26e017cb6f7dcbc3835e67e7e3f1e9b57c43439e53e691bebced0dc283,phishing,n/a,0
254.17.227.130,,6a438424f001cf5e88d5e41a034f8e79,phishing,Malicious macro in Office document,1
,o3ng3tke95x6c74zzz.ru,,data_exfiltration,Phishing email targeting employees with fake login page,1
,,,phishing,,1
46.20.152.236,fqnfz.tk,210dded5cb414b920076969783bf9e85cf2e4250da393638e7d926b5e071914a,data_exfiltration,Botnet command-and-control beacon every 60 seconds,1
,venqubln4x2jyd3l0.org,,other,,0
116.188.187.176,uky1jgj.top,864b0641747c44fbd92c913867a0112d,command_and_control,Drive-by download serving banking trojan,1
22.77.151.97,p71chcnn.top,,phishing,Phishing email targeting employees with fake login page,1
178.254.1.7,vs3enqt8zmm4o6swo7.cn,390216631116838d9cb361dd1d19ace6,denial_of_service,Botnet command-and-control beacon every 60 seconds,1
193.109.181.52,3oqrt23bgfi.ru,ad5577fda64fe71bfdf1eef2345ee8ab4cde5436f47e10adff3ce1e55a9c399c,denial_of_service,Data exfiltration via DNS tunnelling detected,1
,,f717eea398e77558a75aa22656ad09c588a31eae4c0e74643494ca92dbef0f2b,ransomware,,0
173.207.226.142,,713f5a0309b698c178027608f832ae6f8523f3767538f6d103e4edee5b371b07,brute_force,Drive-by download serving banking trojan,1
,,,other,,0
,,,data_exfiltration,n/a,0
157.114.109.38,,,malware,Suspicious outbound traffic to known C2 server,1
37.188.25.251,x5pd645mrocv4p0t4.cc,,ransomware,Suspicious outbound traffic to known C2 server,1
51.129.178.252,bepdga30m4pd7.com,,malware,,0
153.116.194.198,,,command_and_control,,1
124.148.200.69,,,data_exfiltration,Suspicious outbound traffic to known C2 server,1
97.141.85.254,,,command_and_control,just checking,0
,,,command_and_control,Ransomware dropper detected in email attachment,1
,,,brute_force,,0
,lmbja01wlu.ru,4d193e2df3fc392ffb3470ef06bd84a35e6d651fc2d3425df6d9803253d95e00,other,Phishing email targeting employees with fake login page,1
,,,data_exfiltration,unknown,0
,9ycs4.tk,ef58734b9e66a0473e34236cb0ee07cdc53d616ed392b9134d254740f4dc7b8c,phishing,Credential harvesting page impersonating corporate SSO,1
,,,malware,,0
,,26503564d56e2cb238612643de7e37e3f2629fc4f7ee68b864d89d9f94fa60d6,command_and_control,,0
,,ed9e292c000e06852b9322caaaf44ce44f68bdd3b6037b1131ca9f8561017d9f,data_exfiltration,Domain hosting exploit kit distributing malware,1
,,,other,,0
,,,denial_of_service,unknown,0
,,,denial_of_service,,0
,4l1kuudf7.org,,brute_force,,0
30.187.45.183,ng2gc1zrrmsrr.top,232714a9894ef68124f539126015a68837fd5cd75cc547dd67c96bc071b66357,command_and_control,Domain hosting exploit kit distributing malware,1
,1gu0odye.org,,denial_of_service,,0
72.157.62.158,meavi7evj6v9.buzz,,data_exfiltration,Malicious macro in Office document,1
26.167.49.133,,,data_exfiltration,,0
,,,command_and_control,,0
178.145.142.235,sjg7lbjhj76.buzz,1e5a32811203aa446ed9b39bee769b23,data_exfiltration,Credential harvesting page impersonating corporate SSO,1
124.56.63.96,,,other,,0
185.122.186.43,yjmqky.xyz,,command_and_control,Botnet command-and-control beacon every 60 seconds,1
247.101.187.242,,a9ef6d17d9039cc601efd6059c464bc5e76192312146a38dfd23a18b0df96475,ransomware,Drive-by download serving banking trojan,1
,,,malware,Brute force SSH attempts from this IP,1
,,,denial_of_service,Botnet command-and-control beacon every 60 seconds,1
,,,denial_of_service,Credential harvesting page impersonating corporate SSO,1
106.67.247.46,e3oeoglo376bvpehpc.buzz,,data_exfiltration,Malicious macro in Office document,1
,,840d18b5504f7835f42b275afe311ecb5fd77cc809836bc448337c6f2caa403f,brute_force,,0
,,,phishing,,0
,,,denial_of_service,,0
,,,ransomware,,0
,,,denial_of_service,,0
,,,denial_of_service,hello world,0
,otan1.ru,,data_exfiltration,,1
46.234.171.228,lm147tjoxy7.cc,,phishing,Brute force SSH attempts from this IP,1
,m19d.top,,data_exfiltration,Suspicious outbound traffic to known C2 server,1
240.73.35.156,,,phishing,,0
241.119.53.180,e6x66.ru,,other,Botnet command-and-control beacon every 60 seconds,1
248.243.245.168,mnxg2xs3.cn,,brute_force,Malicious macro in Office document,1
241.1.100.11,kwlzpwh5iovp.top,,ransomware,Suspicious outbound traffic to known C2 server,1
,ygmo5ijkpwozn7ckhv.ru,,denial_of_service,Credential harvesting page impersonating corporate SSO,1
,,,denial_of_service,,0
7.208.36.80,i8i3fmxhxvfqlc3g.cn,84252bcf2c198c43bd7cb6620fa7112b,brute_force,Brute force SSH attempts from this IP,1
,7k44gjyrihl6i.xyz,e91e46fdf761fc2e9a9c58a33b405a2f,phishing,Malicious macro in Office document,1
254.162.40.187,,,denial_of_service,Malicious macro in Office document,1
,,,denial_of_service,,0
79.191.103.163,leoq7fxyz9uj.xyz,,malware,Phishing email targeting employees with fake login page,1
23.152.190.233,,,data_exfiltration,Ransomware dropper detected in email attachment,1
,,,ransomware,,0
,,,ransomware,test,0
,,,malware,Malicious macro in Office document,1
137.215.106.105,2f8g6u45wnxrpw.cc,,ransomware,Domain hosting exploit kit distributing malware,1
42.200.16.62,,,ransomware,Brute force SSH attempts from this IP,1
190.141.101.133,2avv3u63p2vpc5eujd.top,,command_and_control,Botnet command-and-control beacon every 60 seconds,1
49.150.145.133,,8942d0549e6a1f79d9af4ebbd3c0155addc642fc82117f50e0fbcfa8dd1ff953,phishing,Credential harvesting page impersonating corporate SSO,1
197.227.111.70,,,denial_of_service,just checking,0
,,,denial_of_service,,0
55.66.189.64,,,command_and_control,,0
,3tza8jp5st.gov,,command_and_control,ignore this,0
11.252.40.192,,,phishing,,0
56.88.127.141,,,brute_force,just checking,0
,,,ransomware,Drive-by download serving banking trojan,1
,,,command_and_control,,0
153.122.166.198,,83ab927ea53a9e2d6c15917773e995cb,denial_of_service,Brute force SSH attempts from this IP,1
187.156.73.19,,,brute_force,Credential harvesting page impersonating corporate SSO,1
,,842b635baf1df7794fe81173b3a05639222a5f10986862c9b07649a9d8e31a01,denial_of_service,,0
,80pz2qsq14vjc8egb4.com,,denial_of_service,,0
56.246.180.21,,,data_exfiltration,Phishing email targeting employees with fake login page,1
154.58.217.12,,,malware,test,0
126.95.25.140,r8iais.cn,3c530e97011792db9b2202d7ab1a7c41,other,Brute force SSH attempts from this IP,1
,,,phishing,Botnet command-and-control beacon every 60 seconds,1
,,,brute_force,,0
182.0.146.123,jrzz6pynvc1wxh4.edu,,command_and_control,,0
233.105.97.226,swv4p8xsv.tk,,data_exfiltration,Data exfiltration via DNS tunnelling detected,1
,,,malware,,0
163.42.20.233,1795yvlkc24tg.tk,,ransomware,,1
,e9sk198fg8zs.buzz,41a0d4c4a5ba1467e66de52b22497dc2,ransomware,,1
,,f4eb2e4806f0c7e693a5e6bf7403fd8ebbaf4707a614e3707d835dc5d8f09d4d,phishing,Data exfiltration via DNS tunnelling detected,1
81.72.162.114,qvzdf1u71ki.xyz,,malware,,1
,,,other,,0
,,,phishing,hello world,0
211.126.176.12,,,ransomware,Credential harvesting page impersonating corporate SSO,1
,,,data_exfiltration,,1
,80tsztb4iwyb58lp.gov,17a41715920f94ec9e742e9adceb802cf06f656cc1deec1cd2e8b8b1177ad7e0,other,,0
,,,malware,test,0
39.51.90.95,,,phishing,just checking,0
52.114.25.144,wdjj9zq3zgfek1me9cz.buzz,,data_exfiltration,Suspicious outbound traffic to known C2 server,1
,,,phishing,Botnet command-and-control beacon every 60 seconds,1
,jpjlabsxb25.edu,a34e7482f9a828a09ca5d6857d55335f662a271e2b67c811a3092c70f53a194f,brute_force,,0
96.85.124.93,,,denial_of_service,Suspicious outbound traffic to known C2 server,1
191.150.12.156,smv1xeo9hnje2.cn,,data_exfiltration,Credential harvesting page impersonating corporate SSO,1
,,704799a3da3ba361a52f755483acee2a,other,Domain hosting exploit kit distributing malware,1
,,,brute_force,,0
147.253.94.188,,9fb3ada55bdcf60b15a10f5c1fb519f4,denial_of_service,Ransomware dropper detected in email attachment,1
,,,data_exfiltration,ignore this,0
91.252.17.59,spq6jit0.tk,,brute_force,Suspicious outbound traffic to known C2 server,1
225.147.203.215,k5helx986s0h873bb9e.top,dcc37ef20bfccc9e0f2c47e73ed94a19,phishing,Credential harvesting page impersonating corporate SSO,1
,km8jb4kj690j0rg8.org,,denial_of_service,,0
,,56ad15076cae4ae7ea479658e6ae4a34,data_exfiltration,,0
,ky6zxznwuaeb9nh.ru,5a9914dc065940235dd76a9b87c3f8800e3dc1fec5e1ca7ff59f8ed213030344,malware,Data exfiltration via DNS tunnelling detected,1
84.2.24.191,ee38kyubt78m0uuxper.ru,61375ce76a97c200adb1a55ab7be14fb,command_and_control,Suspicious outbound traffic to known C2 server,1
69.246.141.118,ilbxynhaod3oleq4fwbm.xyz,73d773baf252a661f3eafda4c1f39ad0,ransomware,Drive-by download serving banking trojan,1
164.99.32.145,,,malware,Credential harvesting page impersonating corporate SSO,1
177.96.123.11,whrkn50.cc,,denial_of_service,,1
107.246.76.85,uc52mgoyq1u36u1pml.tk,3489161d5002f8ebcabab732a0200a70,command_and_control,Drive-by download serving banking trojan,1
,,,brute_force,,0
160.164.70.251,,4cf583be8db1e3e90851b28d37201b40d52455165ac97fad3a5996f6222bacf4,other,Drive-by download serving banking trojan,1
,,,phishing,,1
186.207.210.90,,,malware,Botnet command-and-control beacon every 60 seconds,1
,,,data_exfiltration,Botnet command-and-control beacon every 60 seconds,1
,,,command_and_control,test,0
197.169.2.227,m8zl0aedsfcif.cc,,phishing,Data exfiltration via DNS tunnelling detected,1
,,,data_exfiltration,asdf,0
241.235.62.211,uiryjfmzqp7tm6.top,44ec191f60e23e63ca0f844f73459ae1,malware,Data exfiltration via DNS tunnelling detected,1
220.25.166.251,y1bt.top,b50532d0d624b14df6f9adf51368643ae6378e0df7217f34ea50801384f92d9d,phishing,Botnet command-and-control beacon every 60 seconds,1
180.140.240.81,jnvcli.top,,command_and_control,Data exfiltration via DNS tunnelling detected,1
189.82.88.123,uy0brpdr.tk,,other,Suspicious outbound traffic to known C2 server,1
171.254.235.108,6h9k918lfpl.buzz,463df67dc0469682d24b551afcee00c4687a7a249e025e8c09145c1b3c538ee3,other,,1
29.101.78.19,,,denial_of_service,,0
,,,command_and_control,just checking,0
193.216.32.58,y3lsg5j.ru,3d61bf8b1e484dfbc00d5876191fa41a,phishing,Data exfiltration via DNS tunnelling detected,1
,,,brute_force,,0
218.18.152.169,,,phishing,Malicious macro in Office document,1
,,,data_exfiltration,,0
,,,brute_force,Phishing email targeting employees with fake login page,1
113.232.247.211,kdu2i.cc,,denial_of_service,Ransomware dropper detected in email attachment,1
141.178.223.48,pqhxfb1cbya03li0l.cc,,other,Drive-by download serving banking trojan,1
,,,other,hello world,0
,xq1ocgb9gkknijiij.xyz,e981a1f8fe4698eeed74474f935eb52aecf0569e7e61d7f98e1b0edefdbf8413,data_exfiltration,,1
,r70jv517.edu,,data_exfiltration,n/a,0
47.69.51.68,srzj0n4ay.ru,,phishing,Malicious macro in Office document,1
71.131.160.94,wia7p8ebna6vrj.tk,f1168208c908b5f0bb5d3608c4eb0a06dd6f612563209110605e7c5d78abe91d,brute_force,Drive-by download serving banking trojan,1
102.115.59.185,t42onvua91do2pq.cn,,phishing,,1
,,,brute_force,,0
21.92.19.15,lazgc68buw9ckw24mhvi.buzz,b063b69582893b25a6e723c3cd93843f0514a82fc736df6f31a33e6603b0b73b,other,Botnet command-and-control beacon every 60 seconds,1
,,,command_and_control,,0
19.216.118.161,15s52bjpl7eglcium.xyz,,phishing,Brute force SSH attempts from this IP,1
,1eeiumk4wql.buzz,,ransomware,Data exfiltration via DNS tunnelling detected,1
200.179.112.85,sexjp184ggjj.xyz,8812310087f7f7c89779a4d38c996cd8,data_exfiltration,Malicious macro in Office document,1
4.52.64.155,,,ransomware,asdf,0
83.207.236.5,,,brute_force,Botnet command-and-control beacon every 60 seconds,1
,,,brute_force,,0
,,,phishing,hello world,0
252.73.219.63,,,ransomware,Phishing email targeting employees with fake login page,1
120.18.107.239,dis8pz6lo4qgxxvji0l.buzz,0607251cf3e99e20728ab13f43033213a4f7e266ecc42f4817d71e2d0df95b93,data_exfiltration,Credential harvesting page impersonating corporate SSO,1
,hl28yqzm.tk,,phishing,Drive-by download serving banking trojan,1
158.150.107.193,kbxjqno5lkxp7t9t6.top,,data_exfiltration,Credential harvesting page impersonating corporate SSO,1
68.170.64.160,n4skv.cn,,denial_of_service,Data exfiltration via DNS tunnelling detected,1
,,,denial_of_service,Drive-by download serving banking trojan,1
,i4xz.cn,,command_and_control,Malicious macro in Office document,1
90.240.8.11,,,malware,Domain hosting exploit kit distributing malware,1
117.211.208.122,yvrt5e90ddbmur81ga0.xyz,,denial_of_service,Domain hosting exploit kit distributing malware,1
,,,other,,0
,,,denial_of_service,unknown,0
,,,data_exfiltration,,0
,,,data_exfiltration,,0
,rsr7xzv3lp5vj415.cn,b07ec31da7d3906a8f7fa6e89908364d,ransomware,Brute force SSH attempts from this IP,1
52.110.182.74,,,data_exfiltration,,1
157.235.109.84,,,command_and_control,Credential harvesting page impersonating corporate SSO,1
196.60.209.199,mt23rgz8wy9dggn1dhu.cn,7d4b1127d1cf94b10f7f3d6b622f0e4d,malware,Data exfiltration via DNS tunnelling detected,1
,gwhjcuoa2be.tk,,data_exfiltration,Malicious macro in Office document,1
180.230.60.70,,0eee284896efa9aa2980f33c9b661d690eb09069056f3a79e1b1e07301db16c8,denial_of_service,Credential harvesting page impersonating corporate SSO,1
,,,data_exfiltration,asdf,0
,,,phishing,,0
227.100.251.176,,,denial_of_service,Ransomware dropper detected in email attachment,1
157.217.243.66,9fuszqk4g4vqpywco.tk,a55c8df693d0bff2f19e4ca957e89146869d3eebcc8e5d336510b5ac54d1758c,ransomware,Data exfiltration via DNS tunnelling detected,1
77.219.133.111,,,brute_force,Ransomware dropper detected in email attachment,1
,,,brute_force,,0
34.149.47.107,ag0lx13w53uqe.edu,,malware,,0
64.215.160.142,plkbmaw8dxekp.tk,,other,Drive-by download serving banking trojan,1
74.206.177.240,u9ad9sa.net,,malware,ignore this,0
225.122.26.54,qsx9b.xyz,b08f1885ed42fad73005d0be4b23621c,phishing,Suspicious outbound traffic to known C2 server,1
,denah7ptqpvjjdhchiv.cc,,brute_force,Ransomware dropper detected in email attachment,1
,,,malware,,0
214.62.244.210,sledt70zibity.buzz,669bc6606ac1bdae14d9d9dc241fc6e3,command_and_control,Ransomware dropper detected in email attachment,1
,4wr1.ru,,phishing,Suspicious outbound traffic to known C2 server,1
223.64.48.90,,,brute_force,,0
10.193.137.119,,,command_and_control,Suspicious outbound traffic to known C2 server,1
147.103.65.66,ah94p5ii9n50p7.xyz,,malware,Malicious macro in Office document,1
,skxvwj9cr.com,,phishing,,0
192.244.103.24,,5817f26bdede13ad8d46d6ea8f106e5bda0f08812f1b34795cad5e311b2fcc89,data_exfiltration,Brute force SSH attempts from this IP,1
,,,data_exfiltration,,0
105.166.34.81,,,data_exfiltration,,0
176.127.98.142,hp1i1xt.net,,phishing,,0
,,,data_exfiltration,,0
33.236.223.150,dyzdo254gi8175iqtt.top,68c6b601079f85a0c01d9c872483e71780daa343c2974f501a9ef59366f79f2c,malware,,1
158.98.1.95,,,other,,0
,,,brute_force,Phishing email targeting employees with fake login page,1
245.70.53.31,aaaxhh.top,4165a7e2f04883ec17bd8bd66a824bc324c920369c5a3647901d4c6d76371bba,brute_force,Credential harvesting page impersonating corporate SSO,1
198.85.99.42,vtpd3faumxd.cc,ae21bf633b85b8c42939bb4fae1a34332aa22a8473c629b853c9e867394fd05a,ransomware,Ransomware dropper detected in email attachment,1
,ypi9s4s.cc,ac2b2c0c01e8f4fe9d8d80a88c39f624,ransomware,Botnet command-and-control beacon every 60 seconds,1
155.28.190.192,qzeb0q2nyyze5ykciz.cc,09572ced9deabc25636e33282cfd084dfd9f2f1eab1d8af377bac4887f86f238,other,Brute force SSH attempts from this IP,1
241.17.72.12,9cg0x9iocbt9a5gcdo.ru,,phishing,Suspicious outbound traffic to known C2 server,1
63.193.55.30,ysz7wvnqp3trn1pt.edu,,ransomware,,0
247.45.226.157,8vghvokc4.tk,86dc989d5dc5118852413621cf67102a277863da656b5f2c7e2572a05e7f60ae,data_exfiltration,Ransomware dropper detected in email attachment,1
,,,ransomware,,0
,2darbrkekzrpsfj.cn,,data_exfiltration,Credential harvesting page impersonating corporate SSO,1
,,,other,,0
32.0.52.218,lzem7o.buzz,,brute_force,Ransomware dropper detected in email attachment,1
,kpmtol9k4dygu.top,,data_exfiltration,Brute force SSH attempts from this IP,1
,,2d8baa62d959090dfb7997d25290971a,other,Drive-by download serving banking trojan,1
,,b56c10ed32b0ead4473271d6adc60e03,phishing,,0
,,,ransomware,Brute force SSH attempts from this IP,1
,,,denial_of_service,asdf,0
,,,phishing,,0
225.98.191.31,,,data_exfiltration,Phishing email targeting employees with fake login page,1
,izlm2eg90.com,,ransomware,,0
199.175.67.42,,,brute_force,,0
,jsrc25axgu4cboh0gsoe.tk,9e6eefe6c887e760cced67800474c6f2,brute_force,Brute force SSH attempts from this IP,1
53.169.20.239,0cerco1gg7.com,d19b9db237079acd415eb761c70a2db39cc71b852b760cec3a2e09ba55687e4b,phishing,hello world,0
92.126.21.100,z9pncmb7a9k.buzz,264c30710be242338c7f78415e451cf5252aefd8ef0eaffbf90e741efa456120,brute_force,Credential harvesting page impersonating corporate SSO,1
115.251.234.148,bvskag.top,a210a088be86c759aa4baea993c7a0b0,phishing,Malicious macro in Office document,1
,,,command_and_control,,0
,gqhtkw.xyz,,phishing,,1
188.22.163.112,,,data_exfiltration,,0
21.163.92.86,,,other,hello world,0
,,,denial_of_service,,0
,to3078dfr7t.top,b485dfc2a4059d1c2e18b2400170f5ca5e874609a631e619a3aa83b14aa31329,brute_force,Botnet command-and-control beacon every 60 seconds,1
,l0aq0d0dh.buzz,c51498a92c0f38d09e5fde74bd31d084496f1e8468ea18035cd8a515c663ca31,phishing,Data exfiltration via DNS tunnelling detected,1
65.169.61.95,,,phishing,Ransomware dropper detected in email attachment,1
142.123.162.168,w7uff.com,,phishing,n/a,0
226.123.195.94,6zxnmp396x5.buzz,25e48261d73ccd3360ecf364b2545fab,ransomware,Data exfiltration via DNS tunnelling detected,1
70.2.42.58,,,ransomware,Phishing email targeting employees with fake login page,1
,,,malware,,0
214.36.198.52,n082jjq5vwkfgl3on.xyz,,denial_of_service,Phishing email targeting employees with fake login page,1
53.231.181.105,5f8bfxwrvv5nxafnb.tk,,brute_force,Phishing email targeting employees with fake login page,1
131.51.78.230,tiuiz0i3j.xyz,972c95994eebce14feb1d91060e95d85,command_and_control,,1
98.180.130.228,uwty588p2kzoslb.xyz,,command_and_control,Domain hosting exploit kit distributing malware,1
,,,ransomware,ignore this,0
186.32.187.137,5jmtega.xyz,3cc1fa86264d223efe17c97578c34401f1307a43f293d14775defe035d69b3f2,denial_of_service,Ransomware dropper detected in email attachment,1
22.9.227.29,,5629df72efb944c2d8d1bfea3a2b9dbb,ransomware,Domain hosting exploit kit distributing malware,1
246.252.177.78,bc4us.top,9a8e57bcc1ef0ef5663a9f8fd6504c97,ransomware,Phishing email targeting employees with fake login page,1
,,,data_exfiltration,n/a,0
196.227.49.207,sd54c3t4qv.tk,,other,Brute force SSH attempts from this IP,1
50.255.233.242,,,data_exfiltration,,0
,w2k8jag.cn,e3db1585d74f440d5944c9e971ba5586,denial_of_service,Brute force SSH attempts from this IP,1
110.176.57.25,ai0vzsa0.top,2bb9dc02296e02abee94c5290fd1e70e3a6a2a6fda257f9bb31fec60e0fd495b,other,Credential harvesting page impersonating corporate SSO,1
7.192.35.88,thxgcj30wuaayf.cc,c2abb3e5afc1333a7f0ad71465589560ec1d12ca4b06d47aa996336eec307a93,ransomware,Drive-by download serving banking trojan,1
,,,command_and_control,,0
,x5rqziasvzb9ucd6ly.ru,,malware,Domain hosting exploit kit distributing malware,1
,,,phishing,,0
,z8m4v262.ru,07458422f44964af732c1c38cbb115940569ab9f18bc644710925af403c5e014,other,Botnet command-and-control beacon every 60 seconds,1
176.47.201.86,j42l8i89qgrbki026vs.tk,3753faf0f06030db74f55c4143aa06b85629d43ce35c20c657214da7f6bbf83e,malware,Phishing email targeting employees with fake login page,1
,,b2243ebffceac284a2b8306b1da8c5b6,denial_of_service,asdf,0
127.38.248.160,f5fl.top,9f1cfcac0d2ddee7606edae2e7500408,denial_of_service,Drive-by download serving banking trojan,1
,61gyb5u0.cn,,brute_force,Malicious macro in Office document,1
,8wpj90klngi4iku.com,,malware,,0
,suu4q06vax.cc,,malware,Credential harvesting page impersonating corporate SSO,1
96.61.51.80,jz0e1c1.cc,,other,Botnet command-and-control beacon every 60 seconds,1
,,,phishing,,0
,7o0gd.xyz,6ac192f332613f13f79d260f185f2d86,data_exfiltration,Brute force SSH attempts from this IP,1
87.168.12.171,,,command_and_control,,0
,,3e2cac81870a65dadb39c8de52088e7a,brute_force,,0
251.138.169.28,,,brute_force,,0
,f5viu4sa3k5mgltuj.tk,,denial_of_service,Suspicious outbound traffic to known C2 server,1
,,af57e27a0b17c90912bc07de791dfdf11a2cf6a0f5cf6958adc24af68c1c79e0,ransomware,test,0
232.43.249.207,empa5t2sse3nwo9gq.cc,b162d1e0ae970e7fd044b9194d7b594c,phishing,Suspicious outbound traffic to known C2 server,1
